X,Y,IDFRANA,PIFF_TY,LAT,LONG,X_COORD,Y_COORD,DIR,icon_url
15.6555779363045,37.9984445366705,"800917600","2","37,99781","15,65558",1084704.90999999992,4226602.37000000011,246.00000000000,./0.png
15.6513894127326,37.997091472089,"800917700","2","37,99646","15,65139",1084347.34000000008,4226425.54000000004,291.00000000000,./0.png
15.6543754826898,37.9961935370513,"800917900","7","37,99556","15,65437",1084617.12000000011,4226344.61000000034,555.00000000000,./0.png
15.6435738942874,38.0159745395693,"800911400","7","38,01534","15,64357",1083509.48999999999,4228474.79000000004,555.00000000000,./0.png
15.6451469127846,38.0027258618555,"800911500","2","38,00209","15,64515",1083753.42999999993,4227012.32000000030,225.00000000000,./0.png
15.6528909710308,38.0096158189808,"800916200","11","38,00898","15,65289",1084379.43999999994,4227826.92999999970,555.00000000000,./0.png
15.6528547782819,38.0128752340124,"800916300","2","38,01224","15,65285",1084350.23999999999,4228188.94000000041,55.00000000000,./0.png
15.6404475316944,38.0137425160273,"800916400","2","38,01311","15,64045",1083252.39999999991,4228207.01999999955,267.00000000000,./0.png
15.646929925262,38.0060410877063,"800917200","2","38,00541","15,64693",1083883.79000000004,4227392.00999999978,243.00000000000,./0.png
15.648880045144,38.0044965714716,"800917300","2","38,00387","15,64888",1084067.59000000008,4227232.66999999993,205.00000000000,./0.png
15.6491513781742,38.0036881352302,"800917400","2","38,00306","15,64915",1084097.89999999991,4227144.53000000026,226.00000000000,./0.png
15.6477163220275,38.0025257148424,"800917500","2","38,00189","15,64772",1083980.97999999998,4227006.29000000004,227.00000000000,./0.png
15.6567852199247,38.0181837555453,"800916800","2","38,01755","15,65678",1084653.41999999993,4228803.74000000022,330.00000000000,./0.png
15.6583458854492,38.0186137042713,"800916900","7","38,01798","15,65835",1084787.19999999995,4228861.38999999966,555.00000000000,./0.png
15.6602847051692,38.1064646225623,"800911600","7","38,10583","15,66028",1084254.77000000002,4238637.05999999959,555.00000000000,./0.png
15.6611656153183,38.1053608805733,"800911700","2","38,10473","15,66116",1084340.95999999996,4238519.96999999974,195.00000000000,./0.png
15.6499080860036,38.1042706435976,"800919800","2","38,10364","15,64991",1083361.11000000010,4238327.61000000034,226.00000000000,./0.png
15.6593501760668,38.1365721784282,"800910200","2","38,13594","15,65935",1083931.53000000003,4241977.16999999993,276.00000000000,./0.png
15.6509671432268,38.1754990312531,"800907800","2","38,17487","15,65097",1082884.03000000003,4246250.28000000026,269.00000000000,./0.png
15.6521624053593,38.1770232246351,"800907900","7","38,17639","15,65216",1082976.67999999993,4246427.23000000045,267.00000000000,./0.png
15.6541951200089,38.1793610943121,"800908000","7","38,17873","15,65419",1083136.27000000002,4246699.91000000015,555.00000000000,./0.png
15.6559340145945,38.1776202395003,"800908100","7","38,17699","15,65593",1083302.77000000002,4246517.44000000041,555.00000000000,./0.png
15.6569374130909,38.1886010024592,"800906800","4","38,18797","15,65694",1083302.75000000000,4247744.13999999966,258.00000000000,./0.png
15.652152697968,38.1838206017869,"800906900","4","38,18319","15,65215",1082921.37000000011,4247182.58999999985,250.00000000000,./0.png
15.6587289702209,38.18504283626,"800907000","7","38,18441","15,65873",1083488.42999999993,4247360.04999999981,555.00000000000,./0.png
15.6583545962947,38.1825183424336,"800907100","7","38,18189","15,65835",1083475.84000000008,4247077.12000000011,555.00000000000,./0.png
15.6506050383089,38.1863014360198,"800907200","2","38,18567","15,6506",1082765.73999999999,4247448.50999999978,306.00000000000,./0.png
